ANO_EXERCICIO,BAIRRO,TIPO_USO,AREA_TERRENO,AREA_CONSTRUIDA,VALOR_VENAL_IMOVEL,VALOR_M2
2025,SANTANA,Exclusivamente Residencial,83.0,160.0,348611.44,2178.82
2025,SANTANA,Nï¿½o Exclusivamente Residencial,191.0,93.0,395282.65,4250.35
2025,SANTANA,Nï¿½o Exclusivamente Residencial,134.5,203.0,497953.82,2452.97
2025,SANTANA,Nï¿½o Exclusivamente Residencial,47.89,37.0,108778.39,2939.96
2025,SANTANA,Nï¿½o Exclusivamente Residencial,65.05,112.29,322316.64,2870.39
2025,SANTANA,Exclusivamente Residencial,290.0,133.0,596158.95,4482.4
2025,SANTANA,Exclusivamente Residencial,466.45,251.68,801443.23,3184.37
2025,SANTANA,Exclusivamente Residencial,396.0,147.0,718732.74,4889.34
2025,SANTANA,Exclusivamente Residencial,450.81,110.43,389753.1,3529.41
2025,HIGIENOPOLIS,Exclusivamente Residencial,80.67,388.0,1933557.56,4983.4
2025,HIGIENOPOLIS,Exclusivamente Residencial,55.3,266.0,1325994.22,4984.94
2025,HIGIENOPOLIS,Exclusivamente Residencial,55.3,266.0,1325994.22,4984.94
2025,HIGIENOPOLIS,Exclusivamente Residencial,55.3,266.0,1325994.22,4984.94
2025,HIGIENOPOLIS,Exclusivamente Residencial,55.3,266.0,1325994.22,4984.94
2025,HIGIENOPOLIS,Exclusivamente Residencial,95.43,459.0,2288337.53,4985.48
2025,HIGIENOPOLIS,Exclusivamente Residencial,3.33,16.0,78939.84,4933.74
2025,HIGIENOPOLIS,Exclusivamente Residencial,3.33,16.0,78939.84,4933.74
2025,HIGIENOPOLIS,Exclusivamente Residencial,2.91,14.0,67411.46,4815.1
2025,HIGIENOPOLIS,Exclusivamente Residencial,2.91,14.0,67411.46,4815.1
2025,HIGIENOPOLIS,Exclusivamente Residencial,2.91,14.0,67411.46,4815.1
2025,HIGIENOPOLIS,Exclusivamente Residencial,3.12,15.0,74504.37,4966.96
2025,HIGIENOPOLIS,Exclusivamente Residencial,3.53,17.0,83375.31,4904.43
2025,HIGIENOPOLIS,Exclusivamente Residencial,3.12,15.0,74504.37,4966.96
2025,HIGIENOPOLIS,Exclusivamente Residencial,2.91,14.0,67411.46,4815.1
2025,HIGIENOPOLIS,Exclusivamente Residencial,2.91,14.0,67411.46,4815.1
2025,HIGIENOPOLIS,Exclusivamente Residencial,2.91,14.0,67411.46,4815.1
2025,HIGIENOPOLIS,Exclusivamente Residencial,4.16,20.0,99339.16,4966.96
2025,HIGIENOPOLIS,Exclusivamente Residencial,164.0,157.0,635282.61,4046.39
2025,HIGIENOPOLIS,Exclusivamente Residencial,227.0,150.0,726894.19,4845.96
2025,RIO BRANCO,Exclusivamente Residencial,12.17,53.03,308891.49,5824.84
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,5.59,24.38,138206.26,5668.84
2025,HIPICA,Exclusivamente Residencial,125.0,135.0,131160.55,971.56
2025,HIPICA,Exclusivamente Residencial,125.0,175.0,239506.41,1368.61
2025,HIPICA,Exclusivamente Residencial,125.0,20.0,50583.55,2529.18
2025,HIPICA,Exclusivamente Residencial,125.0,80.0,95434.2,1192.93
2025,HIPICA,Exclusivamente Residencial,125.0,100.0,122830.5,1228.3
2025,HIPICA,Exclusivamente Residencial,125.0,140.0,152277.7,1087.7
2025,HIPICA,Exclusivamente Residencial,125.0,106.0,118687.39,1119.69
2025,HIPICA,Exclusivamente Residencial,125.0,47.54,87634.88,1843.39
2025,HIPICA,Exclusivamente Residencial,125.0,75.0,91197.75,1215.97
2025,LOMBA PINHEIRO,Exclusivamente Residencial,449.23,344.0,496006.7,1441.88
2025,LOMBA PINHEIRO,Exclusivamente Residencial,1475.0,54.0,215649.15,3993.5
2025,LOMBA PINHEIRO,Exclusivamente Residencial,1375.0,140.0,187948.47,1342.49
2025,LOMBA PINHEIRO,Exclusivamente Residencial,6845.0,200.0,964873.82,4824.37
2025,SANTANA,Nï¿½o Exclusivamente Residencial,295.75,182.0,563287.24,3094.98
2025,SANTANA,Nï¿½o Exclusivamente Residencial,107.25,66.0,163209.92,2472.88
2025,SANTANA,Exclusivamente Residencial,3.26,13.0,50445.46,3880.42
2025,SANTANA,Exclusivamente Residencial,3.26,13.0,50445.46,3880.42
2025,SANTANA,Exclusivamente Residencial,4.02,16.0,62521.52,3907.6
2025,SANTANA,Exclusivamente Residencial,4.27,17.0,66075.84,3886.81
2025,SANTANA,Exclusivamente Residencial,4.52,18.0,69630.16,3868.34
2025,SANTANA,Exclusivamente Residencial,4.52,18.0,69630.16,3868.34
2025,SANTANA,Exclusivamente Residencial,4.27,17.0,66075.84,3886.81
2025,SANTANA,Exclusivamente Residencial,3.77,15.0,57554.1,3836.94
2025,SANTANA,Exclusivamente Residencial,3.26,13.0,50445.46,3880.42
2025,SANTANA,Exclusivamente Residencial,3.77,15.0,57554.1,3836.94
2025,SANTANA,Exclusivamente Residencial,3.26,13.0,50445.46,3880.42
2025,SANTANA,Exclusivamente Residencial,3.26,13.0,50445.46,3880.42
2025,SANTANA,Exclusivamente Residencial,3.26,13.0,50445.46,3880.42
2025,SANTANA,Exclusivamente Residencial,3.26,13.0,50445.46,3880.42
2025,SANTANA,Exclusivamente Residencial,24.36,97.0,378683.44,3903.95
2025,SANTANA,Exclusivamente Residencial,16.82,67.0,260749.04,3891.78
2025,SANTANA,Exclusivamente Residencial,19.59,78.0,304085.86,3898.54
2025,SANTANA,Exclusivamente Residencial,16.82,67.0,260749.04,3891.78
2025,SANTANA,Exclusivamente Residencial,22.6,90.0,350977.0,3899.74
2025,SANTANA,Exclusivamente Residencial,19.59,78.0,304085.86,3898.54
2025,SANTANA,Exclusivamente Residencial,16.82,67.0,260749.04,3891.78
2025,SANTANA,Exclusivamente Residencial,16.82,67.0,260749.04,3891.78
2025,SANTANA,Exclusivamente Residencial,77.0,39.0,139589.86,3579.23
2025,PARTENON,Exclusivamente Residencial,274.0,103.24,357224.14,3460.13
2025,PARTENON,Exclusivamente Residencial,218.0,117.0,433599.39,3705.98
2025,PARTENON,Exclusivamente Residencial,41.33,115.0,207576.09,1805.01
2025,PARTENON,Exclusivamente Residencial,38.46,107.0,192943.62,1803.21
2025,PARTENON,Exclusivamente Residencial,40.61,113.0,203592.6,1801.7
2025,PARTENON,Exclusivamente Residencial,41.33,115.0,207576.09,1805.01
2025,PARTENON,Exclusivamente Residencial,5.39,15.0,26622.45,1774.83
2025,SANTANA,Nï¿½o Exclusivamente Residencial,300.0,221.0,474235.56,2145.86
2025,PARTENON,Exclusivamente Residencial,217.0,264.0,637051.89,2413.08
2025,PARTENON,Exclusivamente Residencial,194.04,78.0,286446.84,3672.4
2025,PARTENON,Exclusivamente Residencial,51.75,155.0,306209.04,1975.54
2025,PARTENON,Exclusivamente Residencial,50.08,150.0,297171.0,1981.14
2025,SANTANA,Exclusivamente Residencial,31.75,90.0,330170.7,3668.56
2025,SANTANA,Exclusivamente Residencial,50.45,143.0,525075.59,3671.86
2025,SANTANA,Exclusivamente Residencial,35.98,102.0,374193.46,3668.56
2025,SANTANA,Exclusivamente Residencial,31.75,90.0,330170.7,3668.56
2025,SANTANA,Exclusivamente Residencial,35.28,100.0,366385.3,3663.85
2025,SANTANA,Exclusivamente Residencial,35.98,102.0,374193.46,3668.56
2025,SANTANA,Exclusivamente Residencial,31.75,90.0,330170.7,3668.56
2025,SANTANA,Exclusivamente Residencial,4.23,12.0,44022.76,3668.56
2025,SANTANA,Exclusivamente Residencial,4.23,12.0,44022.76,3668.56
2025,SANTANA,Exclusivamente Residencial,8.82,25.0,91243.05,3649.72
2025,SANTANA,Exclusivamente Residencial,4.23,12.0,44022.76,3668.56
2025,SANTANA,Exclusivamente Residencial,4.23,12.0,44022.76,3668.56
2025,SANTANA,Exclusivamente Residencial,49.16,126.0,264202.96,2096.85
2025,SANTANA,Exclusivamente Residencial,48.77,125.0,261242.55,2089.94
2025,SANTANA,Exclusivamente Residencial,6.63,17.0,34782.87,2046.05
2025,SANTANA,Exclusivamente Residencial,6.24,16.0,33235.56,2077.22
2025,SANTANA,Exclusivamente Residencial,6.24,16.0,33235.56,2077.22
2025,SANTANA,Exclusivamente Residencial,231.0,74.0,340616.0,4602.92
2025,SANTANA,Nï¿½o Exclusivamente Residencial,338.0,173.55,692104.13,3987.92
2025,PARTENON,Exclusivamente Residencial,84.82,80.0,200255.56,2503.19
2025,HIPICA,Exclusivamente Residencial,125.0,90.0,57855.35,642.84
2025,HIPICA,Exclusivamente Residencial,125.0,42.0,83398.43,1985.68
2025,HIPICA,Exclusivamente Residencial,125.0,28.0,69398.04,2478.5
2025,HIPICA,Exclusivamente Residencial,125.0,53.15,92392.87,1738.34
2025,HIPICA,Exclusivamente Residencial,125.0,115.0,132839.55,1155.13
2025,HIPICA,Exclusivamente Residencial,125.0,55.0,94038.45,1709.79
2025,HIPICA,Exclusivamente Residencial,125.0,91.5,110499.02,1207.64
2025,HIPICA,Exclusivamente Residencial,125.0,62.0,122246.02,1971.71
2025,HIPICA,Exclusivamente Residencial,130.0,42.0,100210.72,2385.97
2025,HIPICA,Exclusivamente Residencial,130.0,55.22,118934.2,2153.82
2025,HIPICA,Exclusivamente Residencial,130.0,132.0,145256.28,1100.43
2025,HIPICA,Exclusivamente Residencial,130.0,126.0,93288.15,740.38
2025,HIPICA,Exclusivamente Residencial,125.0,110.0,112577.3,1023.43
2025,HIPICA,Exclusivamente Residencial,125.0,65.0,96815.45,1489.47
2025,HIPICA,Exclusivamente Residencial,125.0,170.0,188659.3,1109.76
2025,HIPICA,Exclusivamente Residencial,125.0,145.0,168517.05,1162.19
2025,HIPICA,Exclusivamente Residencial,130.0,69.0,95299.24,1381.15
2025,HIPICA,Exclusivamente Residencial,150.0,127.0,196131.42,1544.34
2025,HIPICA,Exclusivamente Residencial,150.0,153.09,242506.38,1584.08
2025,HIPICA,Exclusivamente Residencial,150.0,128.0,197185.38,1540.51
2025,HIPICA,Exclusivamente Residencial,150.0,174.0,245667.54,1411.88
2025,HIPICA,Exclusivamente Residencial,125.0,99.0,156125.79,1577.03
2025,HIPICA,Exclusivamente Residencial,78.5,78.0,114521.94,1468.23
2025,HIPICA,Exclusivamente Residencial,144.0,132.0,198777.6,1505.89
2025,HIPICA,Exclusivamente Residencial,150.0,163.2,233935.98,1433.43
2025,HIPICA,Exclusivamente Residencial,125.0,87.0,143478.27,1649.18
2025,HIPICA,Exclusivamente Residencial,100.67,67.0,112134.32,1673.65
2025,HIPICA,Exclusivamente Residencial,125.0,94.0,150855.99,1604.85
2025,HIPICA,Exclusivamente Residencial,98.66,65.0,109196.02,1679.94
2025,RESTINGA,Exclusivamente Residencial,150.0,30.0,55254.3,1841.81
2025,RESTINGA,Exclusivamente Residencial,150.0,36.0,58632.06,1628.67
2025,RESTINGA,Exclusivamente Residencial,150.0,36.0,58632.06,1628.67
2025,RESTINGA,Exclusivamente Residencial,150.0,36.0,58632.06,1628.67
2025,RESTINGA,Exclusivamente Residencial,150.0,30.0,55254.3,1841.81
2025,RESTINGA,Exclusivamente Residencial,150.0,30.0,55254.3,1841.81
2025,RESTINGA,Exclusivamente Residencial,150.0,36.0,58632.06,1628.67
2025,RESTINGA,Exclusivamente Residencial,150.0,30.0,55254.3,1841.81
2025,RIO BRANCO,Exclusivamente Residencial,4.58,17.0,75898.53,4464.62
2025,RIO BRANCO,Exclusivamente Residencial,4.58,17.0,75898.53,4464.62
2025,RIO BRANCO,Exclusivamente Residencial,4.58,17.0,75898.53,4464.62
2025,RIO BRANCO,Exclusivamente Residencial,4.58,17.0,75898.53,4464.62
2025,RIO BRANCO,Exclusivamente Residencial,4.58,17.0,75898.53,4464.62
2025,RIO BRANCO,Exclusivamente Residencial,5.66,21.0,93988.77,4475.66
2025,RIO BRANCO,Exclusivamente Residencial,4.85,18.0,79436.1,4413.12
2025,RIO BRANCO,Exclusivamente Residencial,102.99,382.0,1753227.66,4589.6
2025,RIO BRANCO,Exclusivamente Residencial,48.8,225.0,1086699.48,4829.78
2025,RIO BRANCO,Exclusivamente Residencial,43.16,199.0,963227.94,4840.34
2025,RIO BRANCO,Exclusivamente Residencial,43.16,199.0,963227.94,4840.34
2025,RIO BRANCO,Exclusivamente Residencial,43.16,199.0,963227.94,4840.34
2025,RIO BRANCO,Exclusivamente Residencial,43.16,199.0,963227.94,4840.34
2025,RIO BRANCO,Exclusivamente Residencial,4.77,22.0,103588.32,4708.56
2025,RIO BRANCO,Exclusivamente Residencial,4.77,22.0,103588.32,4708.56
2025,RIO BRANCO,Exclusivamente Residencial,4.34,20.0,95569.84,4778.49
2025,RIO BRANCO,Exclusivamente Residencial,3.25,15.0,71677.38,4778.49
2025,RIO BRANCO,Exclusivamente Residencial,3.25,15.0,71677.38,4778.49
2025,RIO BRANCO,Exclusivamente Residencial,3.25,15.0,71677.38,4778.49
2025,RIO BRANCO,Exclusivamente Residencial,3.25,15.0,71677.38,4778.49
2025,RIO BRANCO,Exclusivamente Residencial,4.77,22.0,103588.32,4708.56
2025,RIO BRANCO,Exclusivamente Residencial,4.77,22.0,103588.32,4708.56
2025,RIO BRANCO,Exclusivamente Residencial,4.55,21.0,99579.08,4741.86
2025,RIO BRANCO,Exclusivamente Residencial,4.34,20.0,95569.84,4778.49
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,5.49,23.92,133248.97,5570.61
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,7.24,27.11,147908.66,5455.87
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,9.07,33.97,182486.7,5372.0
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,9.07,33.97,182486.7,5372.0
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,9.07,33.97,182486.7,5372.0
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,31.84,119.26,652463.54,5470.93
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,13.63,51.04,278528.3,5457.06
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,31.84,119.26,652463.54,5470.93
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,31.84,119.26,652463.54,5470.93
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,13.63,51.04,278528.3,5457.06
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,33.7,126.22,691522.5,5478.71
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,33.7,126.22,691522.5,5478.71
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,13.63,51.04,278528.3,5457.06
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,33.7,126.22,691522.5,5478.71
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,13.63,51.04,278528.3,5457.06
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,9.07,33.97,182486.7,5372.0
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,9.07,33.97,182486.7,5372.0
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,13.63,51.04,278528.3,5457.06
2025,RIO BRANCO,Nï¿½o Exclusivamente Residencial,13.63,51.04,278528.3,5457.06
2025,RIO BRANCO,Exclusivamente Residencial,2.99,17.0,83282.91,4898.99
2025,RIO BRANCO,Exclusivamente Residencial,3.52,20.0,100529.28,5026.46
2025,RIO BRANCO,Exclusivamente Residencial,3.17,18.0,91658.34,5092.13
2025,RIO BRANCO,Exclusivamente Residencial,4.23,24.0,122211.12,5092.13
2025,RIO BRANCO,Exclusivamente Residencial,3.35,19.0,96093.81,5057.57
2025,RIO BRANCO,Exclusivamente Residencial,6.69,38.0,192187.62,5057.57
2025,RIO BRANCO,Exclusivamente Residencial,3.87,22.0,109400.22,4972.74
2025,RIO BRANCO,Exclusivamente Residencial,3.7,21.0,104964.75,4998.32
2025,RIO BRANCO,Exclusivamente Residencial,3.87,22.0,109400.22,4972.74
2025,RIO BRANCO,Exclusivamente Residencial,3.52,20.0,100529.28,5026.46
2025,RIO BRANCO,Exclusivamente Residencial,3.7,21.0,104964.75,4998.32
2025,RIO BRANCO,Exclusivamente Residencial,3.87,22.0,109400.22,4972.74
2025,RIO BRANCO,Exclusivamente Residencial,2.82,16.0,78847.44,4927.96
2025,RIO BRANCO,Exclusivamente Residencial,2.99,17.0,83282.91,4898.99
2025,RIO BRANCO,Exclusivamente Residencial,3.52,20.0,100529.28,5026.46
2025,RIO BRANCO,Exclusivamente Residencial,3.52,20.0,100529.28,5026.46
2025,RIO BRANCO,Exclusivamente Residencial,4.4,25.0,126646.59,5065.86
2025,RIO BRANCO,Exclusivamente Residencial,3.87,22.0,109400.22,4972.74
2025,RIO BRANCO,Exclusivamente Residencial,2.64,15.0,74411.97,4960.8
2025,RIO BRANCO,Exclusivamente Residencial,7.22,41.0,209433.99,5108.15
2025,RIO BRANCO,Exclusivamente Residencial,81.02,460.0,2359452.96,5129.25
2025,RIO BRANCO,Exclusivamente Residencial,59.36,337.0,1727211.03,5125.26
2025,RIO BRANCO,Exclusivamente Residencial,59.36,337.0,1727211.03,5125.26
2025,RIO BRANCO,Exclusivamente Residencial,59.36,337.0,1727211.03,5125.26
2025,RIO BRANCO,Exclusivamente Residencial,59.36,337.0,1727211.03,5125.26
2025,RIO BRANCO,Exclusivamente Residencial,59.36,337.0,1727211.03,5125.26
2025,RIO BRANCO,Exclusivamente Residencial,2.99,17.0,83282.91,4898.99
2025,RIO BRANCO,Exclusivamente Residencial,2.99,17.0,83282.91,4898.99
2025,RIO BRANCO,Exclusivamente Residencial,4.34,14.0,77856.42,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,4.34,14.0,77856.42,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,4.34,14.0,77856.42,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,4.34,14.0,77856.42,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,4.34,14.0,77856.42,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,4.34,14.0,77856.42,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,4.34,14.0,77856.42,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,4.34,14.0,77856.42,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,4.34,14.0,77856.42,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,7.13,23.0,129595.53,5634.59
2025,RIO BRANCO,Exclusivamente Residencial,7.75,25.0,138466.47,5538.66
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,8.68,28.0,155712.84,5561.17
2025,RIO BRANCO,Exclusivamente Residencial,65.12,210.0,1187546.1,5654.98
2025,RIO BRANCO,Exclusivamente Residencial,64.19,207.0,1170299.73,5653.62
2025,RIO BRANCO,Exclusivamente Residencial,64.19,207.0,1170299.73,5653.62
2025,RIO BRANCO,Exclusivamente Residencial,65.12,210.0,1187546.1,5654.98
2025,RIO BRANCO,Exclusivamente Residencial,64.19,207.0,1170299.73,5653.62
2025,RIO BRANCO,Exclusivamente Residencial,65.12,210.0,1187546.1,5654.98
2025,RIO BRANCO,Exclusivamente Residencial,64.19,207.0,1170299.73,5653.62
2025,RIO BRANCO,Exclusivamente Residencial,65.12,210.0,1187546.1,5654.98
2025,RIO BRANCO,Exclusivamente Residencial,65.12,210.0,1187546.1,5654.98
2025,RIO BRANCO,Exclusivamente Residencial,64.19,207.0,1170299.73,5653.62
2025,RIO BRANCO,Exclusivamente Residencial,64.19,207.0,1170299.73,5653.62
2025,RIO BRANCO,Exclusivamente Residencial,65.12,210.0,1187546.1,5654.98
2025,RIO BRANCO,Exclusivamente Residencial,64.19,207.0,1170299.73,5653.62
2025,RIO BRANCO,Exclusivamente Residencial,64.19,207.0,1170299.73,5653.62
2025,RIO BRANCO,Exclusivamente Residencial,64.19,207.0,1170299.73,5653.62
2025,RIO BRANCO,Exclusivamente Residencial,127.75,412.0,2327788.56,5649.97
2025,RIO BRANCO,Exclusivamente Residencial,127.75,412.0,2327788.56,5649.97
2025,RIO BRANCO,Exclusivamente Residencial,127.13,410.0,2318917.62,5655.9
2025,RIO BRANCO,Exclusivamente Residencial,127.13,410.0,2318917.62,5655.9
2025,SAO JOAO,Nï¿½o Exclusivamente Residencial,64.35,80.0,223557.6,2794.47
2025,HIGIENOPOLIS,Exclusivamente Residencial,398.0,239.0,1442986.21,6037.6
2025,HIGIENOPOLIS,Nï¿½o Exclusivamente Residencial,517.0,292.0,1698651.48,5817.3
2025,SANTO ANTONIO,Exclusivamente Residencial,205.0,48.0,174212.04,3629.42
2025,SANTO ANTONIO,Exclusivamente Residencial,118.13,50.0,93631.53,1872.63
2025,SANTO ANTONIO,Exclusivamente Residencial,85.05,36.0,68859.27,1912.76
2025,SANTO ANTONIO,Exclusivamente Residencial,367.0,282.0,507660.58,1800.21
2025,SANTO ANTONIO,Exclusivamente Residencial,205.0,102.0,232480.1,2279.22
2025,SANTO ANTONIO,Exclusivamente Residencial,361.81,212.0,660638.37,3116.22
2025,SANTO ANTONIO,Nï¿½o Exclusivamente Residencial,22.19,13.0,40020.12,3078.47
2025,SANTO ANTONIO,Exclusivamente Residencial,391.0,59.0,322344.41,5463.46
2025,SANTO ANTONIO,Exclusivamente Residencial,370.0,337.0,755700.59,2242.43
2025,SANTO ANTONIO,Exclusivamente Residencial,262.12,86.0,209749.36,2438.95
2025,SANTO ANTONIO,Nï¿½o Exclusivamente Residencial,246.88,81.0,252574.47,3118.2
2025,SANTO ANTONIO,Exclusivamente Residencial,410.3,372.74,747866.15,2006.4
2025,SANTO ANTONIO,Exclusivamente Residencial,462.0,260.0,729535.48,2805.91
2025,SANTO ANTONIO,Exclusivamente Residencial,86.49,27.0,67137.3,2486.57
2025,SANTO ANTONIO,Exclusivamente Residencial,378.0,366.0,1123650.54,3070.08
2025,SANTO ANTONIO,Exclusivamente Residencial,356.0,246.0,508873.74,2068.59
2025,SANTO ANTONIO,Exclusivamente Residencial,240.0,58.0,193954.84,3344.05
2025,SANTO ANTONIO,Exclusivamente Residencial,231.0,322.95,687282.71,2128.14
2025,SANTO ANTONIO,Exclusivamente Residencial,173.0,86.0,228790.98,2660.36
2025,SANTO ANTONIO,Exclusivamente Residencial,356.0,175.84,510492.71,2903.17
2025,SANTO ANTONIO,Exclusivamente Residencial,242.48,66.94,239319.15,3575.13
2025,SANTO ANTONIO,Exclusivamente Residencial,103.58,52.0,86241.75,1658.5
2025,SANTO ANTONIO,Exclusivamente Residencial,61.75,31.0,69801.02,2251.65
2025,SANTO ANTONIO,Exclusivamente Residencial,31.87,16.0,26283.07,1642.69
2025,SANTO ANTONIO,Exclusivamente Residencial,414.0,220.0,629129.78,2859.68
2025,SANTO ANTONIO,Exclusivamente Residencial,384.0,395.52,1197339.22,3027.25
2025,SANTO ANTONIO,Exclusivamente Residencial,323.0,92.0,325933.53,3542.76
2025,SANTO ANTONIO,Exclusivamente Residencial,203.39,143.0,267672.58,1871.84
2025,SANTO ANTONIO,Exclusivamente Residencial,491.0,264.0,893892.03,3385.95
2025,SANTO ANTONIO,Exclusivamente Residencial,305.0,390.31,740257.21,1896.59
2025,RIO BRANCO,Exclusivamente Residencial,43.26,77.0,272675.28,3541.24
2025,RIO BRANCO,Exclusivamente Residencial,48.88,87.0,305785.08,3514.77
2025,RIO BRANCO,Exclusivamente Residencial,48.32,86.0,304444.08,3540.05
2025,RIO BRANCO,Exclusivamente Residencial,14.05,25.0,88684.44,3547.38
2025,RIO BRANCO,Exclusivamente Residencial,12.92,23.0,78122.52,3396.63
2025,RIO BRANCO,Exclusivamente Residencial,12.92,23.0,78122.52,3396.63
2025,RIO BRANCO,Exclusivamente Residencial,47.2,84.0,297822.12,3545.5
2025,RIO BRANCO,Exclusivamente Residencial,3.25,15.0,71677.38,4778.49
2025,RIO BRANCO,Exclusivamente Residencial,3.25,15.0,71677.38,4778.49
2025,RIO BRANCO,Exclusivamente Residencial,10.12,44.08,256583.36,5820.86
2025,RIO BRANCO,Exclusivamente Residencial,12.49,54.42,313848.78,5767.16
2025,RIO BRANCO,Exclusivamente Residencial,12.49,54.42,313848.78,5767.16
2025,RIO BRANCO,Exclusivamente Residencial,12.27,53.47,308891.49,5776.91
2025,RIO BRANCO,Exclusivamente Residencial,12.7,55.35,318806.07,5759.82
2025,RIO BRANCO,Exclusivamente Residencial,13.56,59.11,342481.49,5793.97
2025,RIO BRANCO,Exclusivamente Residencial,5.06,22.05,128291.68,5818.22
2025,RIO BRANCO,Exclusivamente Residencial,10.76,46.89,266497.94,5683.47
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,12.17,53.03,308891.49,5824.84
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,RIO BRANCO,Exclusivamente Residencial,32.86,143.19,831972.79,5810.27
2025,SANTANA,Nï¿½o Exclusivamente Residencial,23.94,41.0,86706.51,2114.79
2025,PARTENON,Exclusivamente Residencial,638.0,303.0,1331289.53,4393.69
2025,PARTENON,Exclusivamente Residencial,158.1,187.4,418911.61,2235.39
2025,SANTANA,Exclusivamente Residencial,302.0,255.0,802004.02,3145.11
2025,SANTANA,Exclusivamente Residencial,290.0,236.0,745405.24,3158.5
2025,PARTENON,Nï¿½o Exclusivamente Residencial,217.0,112.0,308510.03,2754.55
2025,SANTANA,Nï¿½o Exclusivamente Residencial,134.5,203.0,497953.82,2452.97
2025,SANTANA,Exclusivamente Residencial,295.11,228.0,644963.3,2828.79
2025,SANTANA,Nï¿½o Exclusivamente Residencial,65.05,172.71,446313.24,2584.18
2025,SANTANA,Nï¿½o Exclusivamente Residencial,74.34,114.68,340646.16,2970.41
2025,SANTANA,Nï¿½o Exclusivamente Residencial,74.34,114.68,340646.16,2970.41
2025,SANTANA,Nï¿½o Exclusivamente Residencial,290.0,233.78,641268.51,2743.04
